Agent: ddpg, Model: <class 'utils.envs.WorldModel'>, State: [288], Dir: iter1/
Ep: 66, Reward: -30.8502, Test: 82.8900 [46.71], Avg: 21.0567 (0.51)
Ep: 67, Reward: -2.6166, Test: 82.6970 [82.07], Avg: 20.7563 (0.50)
Ep: 68, Reward: 3.1621, Test: 71.5246 [82.88], Avg: 20.2910 (0.50)
Ep: 69, Reward: -18.9881, Test: 229.8992 [107.51], Avg: 21.7496 (0.49)
Ep: 70, Reward: -19.2581, Test: 216.5395 [81.71], Avg: 23.3422 (0.49)
Ep: 71, Reward: 14.2560, Test: 194.9472 [107.20], Avg: 24.2366 (0.48)
Ep: 72, Reward: 49.5431, Test: 263.4558 [144.58], Avg: 25.5330 (0.48)
Ep: 73, Reward: 5.2131, Test: 210.0734 [76.33], Avg: 26.9953 (0.48)
Ep: 74, Reward: 34.7478, Test: 175.5119 [91.69], Avg: 27.7530 (0.47)
Ep: 75, Reward: 36.7551, Test: 242.5674 [103.78], Avg: 29.2139 (0.47)
Ep: 76, Reward: 19.8425, Test: 148.9819 [108.81], Avg: 29.3563 (0.46)
Ep: 77, Reward: -13.0237, Test: 257.4026 [131.34], Avg: 30.5962 (0.46)
Ep: 78, Reward: 54.4323, Test: 181.7391 [121.58], Avg: 30.9703 (0.45)
Ep: 79, Reward: 21.7692, Test: 243.0919 [160.44], Avg: 31.6163 (0.45)
Ep: 80, Reward: 17.7297, Test: 200.5031 [97.70], Avg: 32.4952 (0.44)
Ep: 81, Reward: 32.3056, Test: 263.6288 [75.13], Avg: 34.3977 (0.44)
Ep: 82, Reward: 44.5170, Test: 216.9350 [31.62], Avg: 36.2160 (0.43)
Ep: 83, Reward: 21.1218, Test: 258.4985 [88.38], Avg: 37.8100 (0.43)
Ep: 84, Reward: 73.4937, Test: 196.7738 [82.10], Avg: 38.7143 (0.43)
Ep: 85, Reward: 50.6833, Test: 268.5054 [44.79], Avg: 40.8655 (0.42)
Ep: 86, Reward: 63.6323, Test: 313.4763 [107.26], Avg: 42.7662 (0.42)
Ep: 87, Reward: 12.9719, Test: 278.4835 [130.68], Avg: 43.9597 (0.41)
Ep: 88, Reward: 64.8123, Test: 196.1827 [149.70], Avg: 43.9881 (0.41)
Ep: 89, Reward: 9.9062, Test: 270.8336 [87.64], Avg: 45.5348 (0.40)
Ep: 90, Reward: 36.6709, Test: 245.5186 [100.55], Avg: 46.6275 (0.40)
Ep: 91, Reward: 2.7552, Test: 269.7436 [105.06], Avg: 47.9107 (0.40)
Ep: 92, Reward: 90.9459, Test: 258.3081 [116.21], Avg: 48.9235 (0.39)
Ep: 93, Reward: 17.5017, Test: 259.4310 [201.50], Avg: 49.0194 (0.39)
Ep: 94, Reward: 41.7155, Test: 294.4148 [209.07], Avg: 49.4017 (0.38)
Ep: 95, Reward: 79.3935, Test: 242.0504 [62.63], Avg: 50.7561 (0.38)
Ep: 96, Reward: 95.5991, Test: 220.4705 [89.86], Avg: 51.5793 (0.38)
Ep: 97, Reward: 50.6876, Test: 247.0817 [80.50], Avg: 52.7528 (0.37)
Ep: 98, Reward: 81.6809, Test: 277.4245 [149.08], Avg: 53.5164 (0.37)
Ep: 99, Reward: 52.3878, Test: 212.1067 [90.55], Avg: 54.1968 (0.37)
Ep: 100, Reward: 86.5660, Test: 293.0152 [168.78], Avg: 56.3154 (0.36)
Ep: 101, Reward: 77.1558, Test: 194.1090 [103.85], Avg: 58.0966 (0.36)
Ep: 102, Reward: 79.3898, Test: 117.2044 [83.83], Avg: 59.2978 (0.36)
Ep: 103, Reward: 66.7859, Test: 114.3919 [59.14], Avg: 60.7232 (0.35)
Ep: 104, Reward: 84.1011, Test: 53.5644 [65.72], Avg: 61.4803 (0.35)
Ep: 105, Reward: 51.9777, Test: 157.9809 [107.08], Avg: 62.8919 (0.34)
Ep: 106, Reward: 55.5814, Test: 58.4791 [51.80], Avg: 63.8172 (0.34)
Ep: 107, Reward: 137.0322, Test: 20.6089 [22.48], Avg: 64.6397 (0.34)
Ep: 108, Reward: 104.6888, Test: 47.0485 [69.57], Avg: 64.9798 (0.33)
Ep: 109, Reward: 60.5854, Test: 49.6036 [59.94], Avg: 65.5804 (0.33)
Ep: 110, Reward: 73.6288, Test: 108.4606 [106.65], Avg: 66.1113 (0.33)
Ep: 111, Reward: 42.5908, Test: 172.0567 [111.82], Avg: 67.5212 (0.32)
Ep: 112, Reward: 56.8925, Test: 231.5527 [143.60], Avg: 68.8024 (0.32)
Ep: 113, Reward: 86.7142, Test: 184.8763 [148.33], Avg: 69.0081 (0.32)
Ep: 114, Reward: 106.4497, Test: 276.3345 [122.22], Avg: 71.1324 (0.31)
Ep: 115, Reward: 74.4868, Test: 192.7444 [96.43], Avg: 72.3931 (0.31)
Ep: 116, Reward: 170.7982, Test: 313.3913 [146.50], Avg: 74.1613 (0.31)
Ep: 117, Reward: 144.7693, Test: 164.2217 [106.80], Avg: 74.8984 (0.31)
Ep: 118, Reward: 201.2672, Test: 252.7616 [119.28], Avg: 76.4306 (0.30)
Ep: 119, Reward: 218.4261, Test: 312.0545 [80.37], Avg: 79.0303 (0.30)
Ep: 120, Reward: 235.0655, Test: 245.7769 [116.33], Avg: 80.3525 (0.30)
Ep: 121, Reward: 302.7226, Test: 277.2349 [82.08], Avg: 82.3567 (0.29)
Ep: 122, Reward: 238.2173, Test: 276.5716 [92.75], Avg: 84.1801 (0.29)
Ep: 123, Reward: 212.4209, Test: 157.1006 [96.99], Avg: 84.6357 (0.29)
Ep: 124, Reward: 160.7142, Test: 313.8482 [183.15], Avg: 86.3044 (0.28)
Ep: 125, Reward: 181.4646, Test: 76.8543 [108.05], Avg: 86.1124 (0.28)
Ep: 126, Reward: 166.5407, Test: 34.9025 [64.61], Avg: 85.8685 (0.28)
Ep: 127, Reward: 188.3456, Test: 53.4407 [59.98], Avg: 86.0138 (0.28)
Ep: 128, Reward: 88.3211, Test: 121.6027 [97.09], Avg: 84.9846 (0.27)
Ep: 129, Reward: 132.4186, Test: 244.3363 [72.30], Avg: 86.5118 (0.27)
Ep: 130, Reward: 214.7745, Test: 119.6022 [114.18], Avg: 86.6916 (0.27)
Ep: 131, Reward: 291.4711, Test: 94.1779 [96.82], Avg: 85.4954 (0.27)
Ep: 132, Reward: 184.5327, Test: 53.1325 [126.39], Avg: 84.6162 (0.26)
Ep: 133, Reward: 238.7982, Test: 87.2874 [134.35], Avg: 83.5019 (0.26)
Ep: 134, Reward: 156.1155, Test: 13.6703 [32.02], Avg: 82.9162 (0.26)
Ep: 135, Reward: 121.6277, Test: 198.6118 [137.21], Avg: 81.4987 (0.25)
Ep: 136, Reward: 189.8438, Test: 197.5662 [106.26], Avg: 80.2469 (0.25)
Ep: 137, Reward: 214.5186, Test: 226.9640 [130.16], Avg: 80.8053 (0.25)
Ep: 138, Reward: 220.2087, Test: 209.1503 [111.27], Avg: 81.8257 (0.25)
Ep: 139, Reward: 215.2494, Test: 262.7845 [135.58], Avg: 82.3782 (0.24)
Ep: 140, Reward: 179.6684, Test: 282.8750 [134.66], Avg: 84.2373 (0.24)
Ep: 141, Reward: 317.0769, Test: 183.3889 [108.61], Avg: 84.6190 (0.24)
Ep: 142, Reward: 268.1423, Test: 332.7015 [185.86], Avg: 86.3327 (0.24)
Ep: 143, Reward: 152.2116, Test: 243.4136 [135.29], Avg: 87.2328 (0.24)
Ep: 144, Reward: 254.7789, Test: 357.8096 [137.59], Avg: 89.2979 (0.23)
Ep: 145, Reward: 249.1792, Test: 245.7242 [135.52], Avg: 90.1263 (0.23)
Ep: 146, Reward: 314.0301, Test: 369.6849 [131.33], Avg: 92.5133 (0.23)
Ep: 147, Reward: 339.6728, Test: 219.8683 [152.57], Avg: 92.6691 (0.23)
Ep: 148, Reward: 307.3370, Test: 290.1079 [141.91], Avg: 93.8809 (0.22)
Ep: 149, Reward: 415.5652, Test: 199.0863 [66.39], Avg: 95.3833 (0.22)
Ep: 150, Reward: 379.5141, Test: 186.8994 [169.50], Avg: 95.6364 (0.22)
Ep: 151, Reward: 390.8942, Test: 232.2128 [70.87], Avg: 96.6456 (0.22)
Ep: 152, Reward: 277.3773, Test: 221.4855 [136.75], Avg: 96.6271 (0.21)
Ep: 153, Reward: 390.3182, Test: 296.9007 [177.45], Avg: 96.7478 (0.21)
Ep: 154, Reward: 447.0756, Test: 210.3745 [153.72], Avg: 96.0007 (0.21)
Ep: 155, Reward: 392.2548, Test: 206.9221 [71.22], Avg: 96.4788 (0.21)
Ep: 156, Reward: 334.6648, Test: 211.4922 [105.82], Avg: 96.4855 (0.21)
Ep: 157, Reward: 410.0676, Test: 216.4140 [101.81], Avg: 96.8808 (0.20)
Ep: 158, Reward: 346.9882, Test: 192.2585 [130.41], Avg: 96.6083 (0.20)
Ep: 159, Reward: 373.8812, Test: 222.2898 [153.16], Avg: 96.4782 (0.20)
Ep: 160, Reward: 464.2950, Test: 236.6216 [81.10], Avg: 95.8396 (0.20)
Ep: 161, Reward: 337.6816, Test: 240.2954 [73.09], Avg: 95.6120 (0.20)
Ep: 162, Reward: 475.0472, Test: 242.9322 [65.41], Avg: 96.1186 (0.19)
Ep: 163, Reward: 570.1354, Test: 279.6360 [148.87], Avg: 96.2946 (0.19)
Ep: 164, Reward: 429.5126, Test: 308.7242 [190.94], Avg: 96.5372 (0.19)
Ep: 165, Reward: 476.3810, Test: 240.1415 [142.02], Avg: 97.2076 (0.19)
Ep: 166, Reward: 490.8399, Test: 187.1798 [151.45], Avg: 97.2030 (0.19)
Ep: 167, Reward: 528.7344, Test: 111.6241 [159.60], Avg: 96.7170 (0.18)
Ep: 168, Reward: 425.2040, Test: 78.0359 [165.41], Avg: 95.9567 (0.18)
Ep: 169, Reward: 465.5097, Test: 101.2680 [147.17], Avg: 94.2738 (0.18)
Ep: 170, Reward: 455.6327, Test: 210.6127 [116.90], Avg: 93.8627 (0.18)
Ep: 171, Reward: 530.0768, Test: 73.5903 [97.53], Avg: 92.7458 (0.18)
Ep: 172, Reward: 567.9485, Test: 109.3516 [118.31], Avg: 91.4676 (0.18)
Ep: 173, Reward: 589.5387, Test: 198.5840 [116.87], Avg: 90.9473 (0.17)
Ep: 174, Reward: 381.0119, Test: 153.2839 [117.52], Avg: 90.4667 (0.17)
Ep: 175, Reward: 465.5056, Test: 12.3034 [42.34], Avg: 88.7785 (0.17)
Ep: 176, Reward: 480.2247, Test: 124.4540 [235.75], Avg: 87.2638 (0.17)
Ep: 177, Reward: 466.0973, Test: -28.3812 [26.72], Avg: 85.4521 (0.17)
Ep: 178, Reward: 454.8037, Test: -44.0775 [4.19], Avg: 84.3679 (0.17)
Ep: 179, Reward: 454.0409, Test: 40.8456 [122.01], Avg: 82.7297 (0.16)
Ep: 180, Reward: 540.9230, Test: -5.3053 [48.02], Avg: 81.1685 (0.16)
Ep: 181, Reward: 555.0792, Test: 69.2297 [102.99], Avg: 78.9459 (0.16)
Ep: 182, Reward: 442.9432, Test: 176.5484 [146.08], Avg: 77.3975 (0.16)
Ep: 183, Reward: 493.4394, Test: 197.0714 [88.01], Avg: 76.7868 (0.16)
Ep: 184, Reward: 568.3285, Test: 241.2770 [86.05], Avg: 77.1924 (0.16)
Ep: 185, Reward: 452.5069, Test: 233.3867 [86.47], Avg: 76.4244 (0.15)
Ep: 186, Reward: 475.5842, Test: 350.3766 [133.02], Avg: 76.5357 (0.15)
Ep: 187, Reward: 475.4187, Test: 251.9313 [130.27], Avg: 76.2743 (0.15)
Ep: 188, Reward: 549.5898, Test: 275.7644 [198.33], Avg: 76.5838 (0.15)
Ep: 189, Reward: 471.8818, Test: 247.0055 [112.03], Avg: 76.1017 (0.15)
Ep: 190, Reward: 485.8236, Test: 117.7673 [110.50], Avg: 74.7247 (0.15)
Ep: 191, Reward: 562.5655, Test: 15.3970 [98.23], Avg: 72.2495 (0.15)
Ep: 192, Reward: 556.6895, Test: 284.6357 [192.71], Avg: 71.7477 (0.14)
Ep: 193, Reward: 493.2899, Test: 217.4309 [115.39], Avg: 72.1889 (0.14)
Ep: 194, Reward: 430.7553, Test: 166.6648 [66.46], Avg: 72.3375 (0.14)
Ep: 195, Reward: 437.5365, Test: 219.6733 [129.29], Avg: 71.4471 (0.14)
Ep: 196, Reward: 500.3187, Test: 7.6427 [75.17], Avg: 69.4657 (0.14)
Ep: 197, Reward: 398.6226, Test: 260.6324 [182.11], Avg: 68.5851 (0.14)
Ep: 198, Reward: 416.8522, Test: 237.2824 [125.40], Avg: 68.4205 (0.14)
Ep: 199, Reward: 562.8732, Test: 114.9792 [143.76], Avg: 66.9171 (0.13)
Ep: 200, Reward: 417.4035, Test: 88.6360 [103.14], Avg: 65.5297 (0.13)
Ep: 201, Reward: 465.1375, Test: 34.3731 [83.19], Avg: 64.1390 (0.13)
Ep: 202, Reward: 464.7086, Test: 214.3099 [134.78], Avg: 64.6006 (0.13)
Ep: 203, Reward: 480.7249, Test: 143.5591 [94.09], Avg: 64.5428 (0.13)
Ep: 204, Reward: 469.0436, Test: 268.5369 [60.70], Avg: 66.7426 (0.13)
Ep: 205, Reward: 435.7153, Test: 197.6008 [95.03], Avg: 67.2593 (0.13)
Ep: 206, Reward: 324.0069, Test: 196.8790 [108.87], Avg: 68.0725 (0.12)
Ep: 207, Reward: 475.6469, Test: 214.2407 [111.03], Avg: 69.1233 (0.12)
Ep: 208, Reward: 464.4382, Test: 257.6311 [192.70], Avg: 69.9979 (0.12)
Ep: 209, Reward: 503.6778, Test: 44.0118 [89.94], Avg: 69.6420 (0.12)
Ep: 210, Reward: 449.1495, Test: 189.8715 [97.88], Avg: 70.5438 (0.12)
Ep: 211, Reward: 470.2823, Test: 230.1025 [94.08], Avg: 71.3016 (0.12)
Ep: 212, Reward: 399.6087, Test: 196.3606 [130.33], Avg: 71.0824 (0.12)
Ep: 213, Reward: 415.0122, Test: 391.4828 [163.90], Avg: 72.9927 (0.12)
Ep: 214, Reward: 616.2000, Test: 198.4640 [161.87], Avg: 71.8175 (0.12)
Ep: 215, Reward: 524.2552, Test: 296.9797 [92.70], Avg: 72.8971 (0.11)
Ep: 216, Reward: 390.6731, Test: 322.7840 [194.93], Avg: 72.5067 (0.11)
Ep: 217, Reward: 421.8571, Test: 321.6974 [185.96], Avg: 73.2898 (0.11)
Ep: 218, Reward: 404.5182, Test: 230.4365 [84.40], Avg: 73.4154 (0.11)
Ep: 219, Reward: 431.4550, Test: 380.8303 [176.92], Avg: 73.1377 (0.11)
Ep: 220, Reward: 611.1018, Test: 467.9589 [204.87], Avg: 74.4742 (0.11)
Ep: 221, Reward: 855.5158, Test: 377.1324 [210.90], Avg: 74.1850 (0.11)
Ep: 222, Reward: 729.5897, Test: 613.2397 [239.66], Avg: 76.0826 (0.11)
Ep: 223, Reward: 816.5482, Test: 513.6350 [241.20], Avg: 78.2059 (0.11)
Ep: 224, Reward: 717.0121, Test: 484.3553 [229.38], Avg: 79.4486 (0.10)
Ep: 225, Reward: 736.2801, Test: 549.8315 [219.08], Avg: 83.0681 (0.10)
Ep: 226, Reward: 715.4222, Test: 563.3160 [234.01], Avg: 86.6582 (0.10)
Ep: 227, Reward: 816.6936, Test: 649.5033 [160.39], Avg: 91.6147 (0.10)
Ep: 228, Reward: 786.4084, Test: 587.5572 [178.18], Avg: 95.4634 (0.10)
Ep: 229, Reward: 802.8513, Test: 776.5761 [127.11], Avg: 100.2378 (0.10)
Ep: 230, Reward: 712.1066, Test: 673.8358 [195.58], Avg: 104.9660 (0.10)
Ep: 231, Reward: 723.7231, Test: 625.9576 [206.17], Avg: 109.1903 (0.10)
Ep: 232, Reward: 842.1606, Test: 485.8984 [277.17], Avg: 112.0102 (0.10)
Ep: 233, Reward: 749.8935, Test: 656.7852 [223.92], Avg: 116.8094 (0.10)
Ep: 234, Reward: 663.7178, Test: 645.9366 [211.01], Avg: 121.3421 (0.09)
Ep: 235, Reward: 820.6486, Test: 699.3033 [199.54], Avg: 125.7257 (0.09)
Ep: 236, Reward: 704.8014, Test: 537.6425 [194.75], Avg: 128.2417 (0.09)
Ep: 237, Reward: 756.4865, Test: 588.4574 [196.00], Avg: 131.1982 (0.09)
Ep: 238, Reward: 832.9175, Test: 749.2102 [192.58], Avg: 135.7858 (0.09)
Ep: 239, Reward: 713.7677, Test: 525.4581 [257.38], Avg: 137.1945 (0.09)
Ep: 240, Reward: 796.7472, Test: 594.6904 [263.65], Avg: 139.0228 (0.09)
Ep: 241, Reward: 760.8172, Test: 558.9160 [236.02], Avg: 141.5039 (0.09)
Ep: 242, Reward: 790.6091, Test: 586.4898 [239.47], Avg: 143.5056 (0.09)
Ep: 243, Reward: 751.5486, Test: 510.7409 [277.75], Avg: 144.7543 (0.09)
Ep: 244, Reward: 693.0988, Test: 559.6064 [230.99], Avg: 145.8383 (0.09)
Ep: 245, Reward: 770.4146, Test: 599.6797 [252.79], Avg: 148.2052 (0.08)
Ep: 246, Reward: 790.4000, Test: 469.0922 [227.81], Avg: 148.2345 (0.08)
Ep: 247, Reward: 640.3607, Test: 565.1809 [258.15], Avg: 150.6318 (0.08)
Ep: 248, Reward: 727.5119, Test: 454.1495 [264.36], Avg: 151.0476 (0.08)
Ep: 249, Reward: 644.8484, Test: 413.9240 [258.95], Avg: 151.2705 (0.08)
Ep: 250, Reward: 673.0696, Test: 605.9292 [276.35], Avg: 154.3922 (0.08)
Ep: 251, Reward: 736.6229, Test: 494.5101 [225.68], Avg: 155.4671 (0.08)
Ep: 252, Reward: 817.0706, Test: 685.5493 [200.40], Avg: 159.4713 (0.08)
Ep: 253, Reward: 706.8902, Test: 665.8730 [222.30], Avg: 162.7125 (0.08)
Ep: 254, Reward: 762.7923, Test: 739.7529 [119.75], Avg: 168.3460 (0.08)
Ep: 255, Reward: 818.8257, Test: 661.1014 [289.73], Avg: 170.7027 (0.08)
Ep: 256, Reward: 721.0396, Test: 489.0909 [207.17], Avg: 172.4652 (0.08)
Ep: 257, Reward: 789.9955, Test: 591.6914 [297.94], Avg: 174.2567 (0.07)
Ep: 258, Reward: 714.4825, Test: 550.7860 [271.86], Avg: 176.4275 (0.07)
Ep: 259, Reward: 702.1117, Test: 636.3950 [254.12], Avg: 179.5589 (0.07)
Ep: 260, Reward: 725.9359, Test: 558.0289 [243.37], Avg: 181.1503 (0.07)
Ep: 261, Reward: 771.0198, Test: 515.3164 [263.45], Avg: 181.9969 (0.07)
Ep: 262, Reward: 727.4256, Test: 673.0252 [229.25], Avg: 184.6594 (0.07)
Ep: 263, Reward: 789.5437, Test: 662.1317 [193.37], Avg: 188.0394 (0.07)
Ep: 264, Reward: 810.7873, Test: 688.4843 [212.20], Avg: 191.6244 (0.07)
Ep: 265, Reward: 828.4734, Test: 636.3820 [219.73], Avg: 194.8097 (0.07)
Ep: 266, Reward: 853.5897, Test: 567.3063 [245.70], Avg: 197.6685 (0.07)
Ep: 267, Reward: 788.0355, Test: 849.4219 [103.68], Avg: 205.6056 (0.07)
Ep: 268, Reward: 866.8904, Test: 540.4175 [244.77], Avg: 209.4358 (0.07)
Ep: 269, Reward: 686.3263, Test: 584.1567 [289.75], Avg: 212.8389 (0.07)
Ep: 270, Reward: 817.4348, Test: 531.3324 [254.80], Avg: 214.6672 (0.07)
Ep: 271, Reward: 762.0383, Test: 633.4883 [209.83], Avg: 219.1432 (0.06)
Ep: 272, Reward: 762.4671, Test: 728.0304 [168.94], Avg: 224.8236 (0.06)
Ep: 273, Reward: 744.1180, Test: 687.8210 [202.90], Avg: 228.8557 (0.06)
Ep: 274, Reward: 710.1281, Test: 567.2655 [263.62], Avg: 231.5345 (0.06)
Ep: 275, Reward: 688.7622, Test: 617.5790 [241.96], Avg: 235.5911 (0.06)
Ep: 276, Reward: 832.6738, Test: 626.6771 [241.86], Avg: 240.5523 (0.06)
Ep: 277, Reward: 800.9559, Test: 549.3253 [278.53], Avg: 243.8113 (0.06)
Ep: 278, Reward: 797.7787, Test: 543.2404 [211.82], Avg: 247.6081 (0.06)
Ep: 279, Reward: 706.9602, Test: 718.4295 [185.60], Avg: 253.7481 (0.06)
Ep: 280, Reward: 798.0975, Test: 566.2885 [270.26], Avg: 257.2415 (0.06)
Ep: 281, Reward: 770.5979, Test: 663.5038 [263.05], Avg: 261.5836 (0.06)
Ep: 282, Reward: 748.1284, Test: 777.8506 [183.17], Avg: 267.2258 (0.06)
Ep: 283, Reward: 701.8004, Test: 484.5765 [242.45], Avg: 268.5565 (0.06)
Ep: 284, Reward: 851.1139, Test: 787.0176 [126.76], Avg: 273.6068 (0.06)
Ep: 285, Reward: 820.3432, Test: 702.4212 [285.12], Avg: 276.3106 (0.06)
Ep: 286, Reward: 750.2651, Test: 549.3078 [223.07], Avg: 277.3994 (0.06)
Ep: 287, Reward: 715.3391, Test: 709.6485 [246.21], Avg: 280.8172 (0.06)
Ep: 288, Reward: 810.7071, Test: 759.0373 [203.79], Avg: 285.5953 (0.05)
Ep: 289, Reward: 832.5902, Test: 548.2024 [297.78], Avg: 286.7498 (0.05)
Ep: 290, Reward: 672.2069, Test: 755.1895 [195.63], Avg: 292.2727 (0.05)
Ep: 291, Reward: 828.2528, Test: 639.5781 [234.86], Avg: 297.1482 (0.05)
Ep: 292, Reward: 810.2534, Test: 622.1437 [276.63], Avg: 299.6841 (0.05)
Ep: 293, Reward: 751.9319, Test: 584.9304 [235.08], Avg: 302.1621 (0.05)
Ep: 294, Reward: 592.1030, Test: 601.2537 [229.75], Avg: 304.8751 (0.05)
