Agent: ddpg, Model: <class 'utils.envs.WorldModel'>, State: [288], Dir: iter1/
Ep: 53, Reward: 16.7600, Test: 133.1201 [152.12], Avg: -65.4502 (0.336)
Ep: 54, Reward: 18.5968, Test: -6.3042 [50.48], Avg: -65.2927 (0.329)
Ep: 55, Reward: 26.7806, Test: 38.3918 [65.47], Avg: -64.6103 (0.323)
Ep: 56, Reward: 75.3150, Test: 38.6941 [86.18], Avg: -64.3098 (0.316)
Ep: 57, Reward: 86.9912, Test: 107.1397 [120.90], Avg: -63.4383 (0.310)
Ep: 58, Reward: 75.7135, Test: 146.2351 [151.03], Avg: -62.4444 (0.304)
Ep: 59, Reward: 144.4392, Test: 203.2384 [159.81], Avg: -60.6798 (0.298)
Ep: 60, Reward: 141.4287, Test: 166.6900 [138.03], Avg: -59.2153 (0.292)
Ep: 61, Reward: 168.3691, Test: 300.7550 [241.06], Avg: -57.2974 (0.286)
Ep: 62, Reward: 135.6499, Test: 151.3577 [151.41], Avg: -56.3887 (0.280)
Ep: 63, Reward: 253.6289, Test: 241.6673 [181.22], Avg: -54.5632 (0.274)
Ep: 64, Reward: 193.9589, Test: 184.3741 [136.25], Avg: -52.9834 (0.269)
Ep: 65, Reward: 228.1077, Test: 234.4221 [174.53], Avg: -51.2733 (0.264)
Ep: 66, Reward: 266.4875, Test: 228.1351 [147.47], Avg: -49.3040 (0.258)
Ep: 67, Reward: 280.0166, Test: 191.4486 [191.58], Avg: -48.5808 (0.253)
Ep: 68, Reward: 118.0422, Test: 258.9947 [165.35], Avg: -46.5196 (0.248)
Ep: 69, Reward: 342.6110, Test: 170.6909 [189.23], Avg: -46.1199 (0.243)
Ep: 70, Reward: 194.5428, Test: 278.7332 [179.23], Avg: -44.0689 (0.238)
Ep: 71, Reward: 219.7402, Test: 252.3706 [161.00], Avg: -42.1878 (0.233)
Ep: 72, Reward: 218.0549, Test: 251.1131 [243.84], Avg: -41.5102 (0.229)
Ep: 73, Reward: 223.0107, Test: 310.3117 [233.10], Avg: -39.9059 (0.224)
Ep: 74, Reward: 264.0496, Test: 178.9829 [206.96], Avg: -39.7468 (0.220)
Ep: 75, Reward: 195.0469, Test: 239.1872 [263.98], Avg: -39.5500 (0.215)
Ep: 76, Reward: 273.8728, Test: 262.4878 [159.54], Avg: -37.6994 (0.211)
Ep: 77, Reward: 378.5942, Test: 482.1969 [213.52], Avg: -33.7715 (0.207)
Ep: 78, Reward: 346.2814, Test: 337.8762 [228.25], Avg: -31.9563 (0.203)
Ep: 79, Reward: 487.0824, Test: 479.9620 [266.46], Avg: -28.8880 (0.199)
Ep: 80, Reward: 387.5757, Test: 364.2986 [253.71], Avg: -27.1661 (0.195)
Ep: 81, Reward: 493.5860, Test: 303.0699 [230.01], Avg: -25.9438 (0.191)
Ep: 82, Reward: 518.6456, Test: 393.8155 [270.47], Avg: -24.1452 (0.187)
Ep: 83, Reward: 473.7318, Test: 482.1736 [163.38], Avg: -20.0625 (0.183)
Ep: 84, Reward: 575.6704, Test: 571.3893 [247.66], Avg: -16.0179 (0.180)
Ep: 85, Reward: 592.9761, Test: 278.5743 [233.89], Avg: -15.3121 (0.176)
Ep: 86, Reward: 300.6144, Test: 424.5932 [243.22], Avg: -13.0514 (0.172)
Ep: 87, Reward: 432.0615, Test: 399.4954 [179.07], Avg: -10.3983 (0.169)
Ep: 88, Reward: 414.3739, Test: 369.5004 [145.46], Avg: -7.7642 (0.166)
Ep: 89, Reward: 576.5378, Test: 477.2925 [305.07], Avg: -5.7643 (0.162)
Ep: 90, Reward: 365.4914, Test: 382.0313 [168.53], Avg: -3.3547 (0.159)
Ep: 91, Reward: 447.6677, Test: 334.2938 [226.50], Avg: -2.1466 (0.156)
Ep: 92, Reward: 410.9998, Test: 432.0846 [304.91], Avg: -0.7561 (0.153)
Ep: 93, Reward: 417.6951, Test: 294.7051 [198.15], Avg: 0.2791 (0.150)
Ep: 94, Reward: 426.7423, Test: 457.6386 [274.94], Avg: 2.1993 (0.147)
Ep: 95, Reward: 395.9442, Test: 206.4010 [201.64], Avg: 2.2259 (0.144)
Ep: 96, Reward: 304.9884, Test: 298.4704 [169.29], Avg: 3.5348 (0.141)
Ep: 97, Reward: 372.3099, Test: 266.5876 [189.36], Avg: 4.2868 (0.138)
Ep: 98, Reward: 318.9040, Test: 338.6707 [232.53], Avg: 5.3156 (0.135)
Ep: 99, Reward: 280.2211, Test: 475.3071 [220.89], Avg: 7.8066 (0.133)
Ep: 100, Reward: 387.1658, Test: 476.4251 [211.63], Avg: 11.2814 (0.130)
Ep: 101, Reward: 304.3277, Test: 311.9582 [157.55], Avg: 13.6207 (0.127)
Ep: 102, Reward: 283.2819, Test: 446.3999 [224.14], Avg: 16.6503 (0.125)
Ep: 103, Reward: 305.9201, Test: 345.9174 [173.71], Avg: 19.0849 (0.122)
Ep: 104, Reward: 310.7648, Test: 250.4851 [143.30], Avg: 20.8591 (0.120)
Ep: 105, Reward: 297.1155, Test: 368.0817 [219.14], Avg: 23.0580 (0.117)
Ep: 106, Reward: 302.6053, Test: 506.3920 [236.44], Avg: 26.5257 (0.115)
Ep: 107, Reward: 427.2355, Test: 409.4419 [223.94], Avg: 29.0542 (0.113)
Ep: 108, Reward: 382.2809, Test: 263.4842 [125.57], Avg: 31.0674 (0.111)
Ep: 109, Reward: 321.0659, Test: 428.5839 [190.77], Avg: 34.3022 (0.108)
Ep: 110, Reward: 442.7075, Test: 507.4248 [179.83], Avg: 38.4083 (0.106)
Ep: 111, Reward: 416.2759, Test: 319.9146 [123.78], Avg: 41.1624 (0.104)
Ep: 112, Reward: 334.8367, Test: 208.9138 [120.45], Avg: 43.1079 (0.102)
Ep: 113, Reward: 281.4734, Test: 443.7980 [207.70], Avg: 46.2340 (0.100)
Ep: 114, Reward: 356.7230, Test: 457.3860 [205.18], Avg: 49.4017 (0.098)
Ep: 115, Reward: 348.2843, Test: 286.4777 [202.88], Avg: 51.0146 (0.096)
Ep: 116, Reward: 311.6342, Test: 403.3434 [201.91], Avg: 53.8740 (0.094)
Ep: 117, Reward: 287.5150, Test: 211.3937 [179.32], Avg: 54.9981 (0.092)
Ep: 118, Reward: 307.4365, Test: 202.6596 [132.06], Avg: 56.6198 (0.090)
Ep: 119, Reward: 335.0392, Test: 283.0166 [216.44], Avg: 58.0415 (0.089)
Ep: 120, Reward: 407.8392, Test: 532.0154 [276.86], Avg: 61.4279 (0.087)
Ep: 121, Reward: 648.8127, Test: 749.1595 [132.11], Avg: 68.2938 (0.085)
Ep: 122, Reward: 706.2816, Test: 663.3215 [199.58], Avg: 73.7567 (0.083)
Ep: 123, Reward: 539.2019, Test: 601.2053 [219.46], Avg: 78.1657 (0.082)
Ep: 124, Reward: 622.2397, Test: 784.6025 [109.70], Avg: 85.6507 (0.080)
Ep: 125, Reward: 632.5221, Test: 684.6983 [223.32], Avg: 90.8541 (0.078)
Ep: 126, Reward: 662.6367, Test: 564.7333 [230.16], Avg: 94.5235 (0.077)
Ep: 127, Reward: 732.2220, Test: 704.6804 [235.20], Avg: 99.8528 (0.075)
Ep: 128, Reward: 696.1349, Test: 566.9662 [268.06], Avg: 103.4727 (0.074)
Ep: 129, Reward: 686.5822, Test: 683.9151 [139.33], Avg: 109.6151 (0.072)
Ep: 130, Reward: 647.8516, Test: 846.7699 [83.87], Avg: 118.0033 (0.071)
Ep: 131, Reward: 622.9025, Test: 621.5203 [313.03], Avg: 121.8367 (0.069)
Ep: 132, Reward: 676.5904, Test: 495.0656 [315.94], Avg: 124.3550 (0.068)
Ep: 133, Reward: 577.0446, Test: 660.5632 [244.22], Avg: 129.3905 (0.067)
Ep: 134, Reward: 758.1270, Test: 700.6699 [259.53], Avg: 134.3851 (0.065)
Ep: 135, Reward: 607.9403, Test: 639.5231 [214.39], Avg: 139.3317 (0.064)
Ep: 136, Reward: 764.3960, Test: 596.8063 [298.15], Avg: 142.9494 (0.063)
Ep: 137, Reward: 729.5547, Test: 757.0887 [190.89], Avg: 149.2468 (0.062)
Ep: 138, Reward: 607.3576, Test: 604.5669 [208.87], Avg: 153.7886 (0.060)
Ep: 139, Reward: 588.9406, Test: 687.1507 [183.39], Avg: 159.4466 (0.059)
Ep: 140, Reward: 609.7262, Test: 741.2789 [228.87], Avg: 165.0257 (0.058)
Ep: 141, Reward: 759.3449, Test: 604.2818 [241.87], Avg: 169.1212 (0.057)
Ep: 142, Reward: 611.5179, Test: 487.2790 [165.16], Avg: 172.4878 (0.056)
Ep: 143, Reward: 407.9704, Test: 404.7874 [253.63], Avg: 174.4968 (0.055)
Ep: 144, Reward: 501.9876, Test: 376.0427 [210.01], Avg: 176.7040 (0.053)
Ep: 145, Reward: 569.2379, Test: 611.8850 [201.24], Avg: 181.4039 (0.052)
Ep: 146, Reward: 476.6078, Test: 538.5618 [247.86], Avg: 185.0941 (0.051)
Ep: 147, Reward: 485.9764, Test: 423.3408 [183.81], Avg: 187.4099 (0.050)
Ep: 148, Reward: 582.1351, Test: 661.0284 [226.45], Avg: 192.5270 (0.049)
Ep: 149, Reward: 616.4911, Test: 537.1959 [278.00], Avg: 195.6920 (0.048)
Ep: 150, Reward: 503.5059, Test: 560.8083 [250.35], Avg: 199.4435 (0.047)
Ep: 151, Reward: 548.0952, Test: 432.4398 [260.43], Avg: 201.4439 (0.046)
Ep: 152, Reward: 478.6822, Test: 570.3219 [281.54], Avg: 204.7072 (0.045)
Ep: 153, Reward: 490.0154, Test: 493.2063 [239.98], Avg: 207.4295 (0.045)
Ep: 154, Reward: 459.0288, Test: 421.0840 [258.11], Avg: 209.6271 (0.044)
Ep: 155, Reward: 526.3461, Test: 393.4872 [268.76], Avg: 211.1453 (0.043)
Ep: 156, Reward: 457.3249, Test: 522.7983 [144.11], Avg: 215.4070 (0.042)
Ep: 157, Reward: 446.9047, Test: 410.7513 [262.22], Avg: 217.0299 (0.041)
Ep: 158, Reward: 422.4095, Test: 536.5627 [236.35], Avg: 220.0799 (0.040)
Ep: 159, Reward: 458.5390, Test: 542.0221 [177.97], Avg: 223.2861 (0.039)
Ep: 160, Reward: 576.3830, Test: 581.8671 [212.51], Avg: 226.6931 (0.039)
Ep: 161, Reward: 513.4149, Test: 432.3732 [240.22], Avg: 228.0177 (0.038)
Ep: 162, Reward: 503.3905, Test: 591.0576 [183.76], Avg: 232.0912 (0.037)
Ep: 163, Reward: 539.1313, Test: 663.2641 [209.46], Avg: 236.0248 (0.036)
Ep: 164, Reward: 528.6322, Test: 488.1922 [142.80], Avg: 238.9975 (0.036)
Ep: 165, Reward: 456.1381, Test: 332.8393 [109.72], Avg: 240.6298 (0.035)
Ep: 166, Reward: 511.9191, Test: 576.7434 [277.96], Avg: 242.8110 (0.034)
Ep: 167, Reward: 551.0750, Test: 559.1694 [225.27], Avg: 246.1512 (0.034)
Ep: 168, Reward: 480.6361, Test: 314.4005 [136.82], Avg: 246.9906 (0.033)
Ep: 169, Reward: 423.0541, Test: 459.7146 [217.54], Avg: 249.5978 (0.032)
Ep: 170, Reward: 432.7566, Test: 646.1449 [164.26], Avg: 253.4216 (0.032)
Ep: 171, Reward: 543.1816, Test: 540.1067 [216.74], Avg: 255.7416 (0.031)
Ep: 172, Reward: 497.3872, Test: 471.2632 [143.21], Avg: 258.9493 (0.030)
Ep: 173, Reward: 485.0355, Test: 581.0463 [244.86], Avg: 261.5391 (0.030)
Ep: 174, Reward: 616.8598, Test: 683.6505 [215.66], Avg: 266.4987 (0.029)
Ep: 175, Reward: 559.2280, Test: 596.5996 [181.06], Avg: 270.9021 (0.029)
Ep: 176, Reward: 608.9542, Test: 491.5740 [210.00], Avg: 272.6883 (0.028)
Ep: 177, Reward: 409.4591, Test: 501.3602 [234.62], Avg: 272.6690 (0.027)
Ep: 178, Reward: 621.7327, Test: 503.0050 [195.82], Avg: 274.6445 (0.027)
Ep: 179, Reward: 524.2439, Test: 378.4232 [230.83], Avg: 273.9853 (0.026)
Ep: 180, Reward: 496.7808, Test: 583.1813 [226.19], Avg: 276.4494 (0.026)
Ep: 181, Reward: 591.0727, Test: 663.7887 [251.86], Avg: 279.8381 (0.025)
Ep: 182, Reward: 679.2837, Test: 639.7469 [246.63], Avg: 282.5358 (0.025)
Ep: 183, Reward: 620.6274, Test: 479.9742 [271.79], Avg: 281.4297 (0.024)
Ep: 184, Reward: 548.7512, Test: 556.7989 [239.87], Avg: 281.3617 (0.024)
Ep: 185, Reward: 523.8451, Test: 658.8955 [198.91], Avg: 285.5147 (0.023)
Ep: 186, Reward: 489.0234, Test: 525.8071 [243.83], Avg: 286.5208 (0.023)
Ep: 187, Reward: 439.6398, Test: 595.5973 [215.22], Avg: 288.1204 (0.022)
Ep: 188, Reward: 640.2160, Test: 468.7837 [194.94], Avg: 288.6185 (0.022)
Ep: 189, Reward: 543.0722, Test: 722.6935 [124.43], Avg: 292.8789 (0.022)
Ep: 190, Reward: 661.1322, Test: 548.2638 [224.46], Avg: 293.9819 (0.021)
Ep: 191, Reward: 654.8284, Test: 603.2111 [165.46], Avg: 297.2815 (0.021)
Ep: 192, Reward: 540.9552, Test: 548.7546 [218.31], Avg: 299.3142 (0.020)
Ep: 193, Reward: 495.2276, Test: 720.6883 [167.69], Avg: 303.8787 (0.020)
Ep: 194, Reward: 597.8033, Test: 685.3780 [214.53], Avg: 306.7603 (0.019)
Ep: 195, Reward: 742.3910, Test: 580.5852 [244.18], Avg: 310.0767 (0.019)
Ep: 196, Reward: 731.0264, Test: 779.3126 [95.50], Avg: 315.6230 (0.019)
Ep: 197, Reward: 726.4341, Test: 758.0335 [143.77], Avg: 320.9934 (0.018)
Ep: 198, Reward: 646.7812, Test: 637.2432 [209.45], Avg: 324.2099 (0.018)
Ep: 199, Reward: 672.2847, Test: 720.4659 [179.55], Avg: 327.0750 (0.018)
Ep: 200, Reward: 582.0743, Test: 758.2582 [180.73], Avg: 330.2023 (0.017)
Ep: 201, Reward: 688.5423, Test: 591.5768 [274.95], Avg: 331.8245 (0.017)
Ep: 202, Reward: 579.5362, Test: 784.8743 [133.81], Avg: 336.1125 (0.017)
Ep: 203, Reward: 602.9230, Test: 541.2655 [237.31], Avg: 337.4299 (0.016)
Ep: 204, Reward: 674.9832, Test: 670.9033 [238.46], Avg: 340.6824 (0.016)
Ep: 205, Reward: 733.8360, Test: 825.9872 [61.56], Avg: 346.8373 (0.016)
Ep: 206, Reward: 734.9009, Test: 744.3675 [192.59], Avg: 349.6556 (0.015)
Ep: 207, Reward: 683.2629, Test: 671.6469 [175.09], Avg: 352.7661 (0.015)
Ep: 208, Reward: 749.2241, Test: 791.1713 [136.44], Avg: 357.9343 (0.015)
Ep: 209, Reward: 539.2295, Test: 714.3660 [142.72], Avg: 361.2726 (0.014)
Ep: 210, Reward: 555.8020, Test: 791.8145 [107.98], Avg: 364.8351 (0.014)
Ep: 211, Reward: 631.9555, Test: 785.5148 [197.24], Avg: 368.7565 (0.014)
Ep: 212, Reward: 728.0003, Test: 720.1336 [185.02], Avg: 373.2230 (0.014)
Ep: 213, Reward: 633.2362, Test: 801.0555 [173.78], Avg: 377.1348 (0.013)
Ep: 214, Reward: 785.4452, Test: 743.4576 [128.50], Avg: 380.7623 (0.013)
Ep: 215, Reward: 650.4515, Test: 785.9982 [126.83], Avg: 386.5181 (0.013)
Ep: 216, Reward: 741.1355, Test: 719.4225 [184.60], Avg: 389.8520 (0.012)
Ep: 217, Reward: 665.8309, Test: 631.2396 [289.76], Avg: 392.9459 (0.012)
Ep: 218, Reward: 655.9780, Test: 793.4866 [166.21], Avg: 398.5127 (0.012)
Ep: 219, Reward: 773.7574, Test: 842.3566 [155.71], Avg: 404.7134 (0.012)
Ep: 220, Reward: 865.2757, Test: 902.7577 [22.94], Avg: 410.9601 (0.012)
Ep: 221, Reward: 929.1417, Test: 869.0772 [80.51], Avg: 412.6752 (0.011)
Ep: 222, Reward: 997.7395, Test: 669.0621 [238.24], Avg: 412.3461 (0.011)
Ep: 223, Reward: 725.6691, Test: 875.2969 [55.14], Avg: 416.7302 (0.011)
Ep: 224, Reward: 837.1977, Test: 775.3463 [203.80], Avg: 415.6967 (0.011)
Ep: 225, Reward: 891.8047, Test: 530.5272 [347.15], Avg: 412.9166 (0.010)
Ep: 226, Reward: 718.8917, Test: 629.1802 [329.11], Avg: 412.5716 (0.010)
Ep: 227, Reward: 749.5008, Test: 632.3570 [284.18], Avg: 411.3586 (0.010)
Ep: 228, Reward: 879.4752, Test: 745.6010 [246.54], Avg: 413.3602 (0.010)
Ep: 229, Reward: 787.7267, Test: 798.6331 [247.23], Avg: 413.4283 (0.010)
Ep: 230, Reward: 698.9010, Test: 547.9998 [309.49], Avg: 408.1845 (0.010)
Ep: 231, Reward: 759.7140, Test: 765.7731 [250.88], Avg: 410.2484 (0.010)
Ep: 232, Reward: 730.8481, Test: 835.8769 [107.11], Avg: 415.7449 (0.010)
Ep: 233, Reward: 765.2982, Test: 645.7954 [260.90], Avg: 415.4304 (0.010)
Ep: 234, Reward: 630.7811, Test: 627.5421 [245.93], Avg: 414.8351 (0.010)
Ep: 235, Reward: 677.9110, Test: 593.5479 [305.11], Avg: 413.4681 (0.010)
Ep: 236, Reward: 668.4601, Test: 735.9588 [240.82], Avg: 415.4329 (0.010)
Ep: 237, Reward: 738.1837, Test: 800.0103 [214.81], Avg: 415.6229 (0.010)
Ep: 238, Reward: 900.0643, Test: 675.4661 [303.38], Avg: 415.3868 (0.010)
Ep: 239, Reward: 859.1575, Test: 688.9892 [267.65], Avg: 414.5626 (0.010)
Ep: 240, Reward: 883.5144, Test: 646.6162 [280.32], Avg: 413.1015 (0.010)
Ep: 241, Reward: 803.6774, Test: 809.5002 [121.84], Avg: 416.3539 (0.010)
Ep: 242, Reward: 697.6157, Test: 771.5224 [153.18], Avg: 419.3162 (0.010)
Ep: 243, Reward: 769.4205, Test: 789.6862 [233.14], Avg: 423.3700 (0.010)
Ep: 244, Reward: 891.0236, Test: 729.6690 [222.17], Avg: 426.7847 (0.010)
Ep: 245, Reward: 859.9929, Test: 810.6397 [206.36], Avg: 428.7211 (0.010)
Ep: 246, Reward: 661.6254, Test: 865.8132 [103.95], Avg: 433.4327 (0.010)
Ep: 247, Reward: 783.9093, Test: 733.3443 [253.08], Avg: 435.8401 (0.010)
Ep: 248, Reward: 823.4939, Test: 833.0526 [178.91], Avg: 438.0357 (0.010)
Ep: 249, Reward: 888.7492, Test: 881.6137 [18.83], Avg: 444.0716 (0.010)
Ep: 250, Reward: 788.6323, Test: 899.2808 [20.00], Avg: 449.7599 (0.010)
Ep: 251, Reward: 840.0356, Test: 682.9798 [266.68], Avg: 452.2028 (0.010)
Ep: 252, Reward: 935.4661, Test: 863.3470 [77.00], Avg: 457.1785 (0.010)
Ep: 253, Reward: 797.3093, Test: 767.0140 [227.15], Avg: 460.0449 (0.010)
Ep: 254, Reward: 949.9928, Test: 742.8279 [261.71], Avg: 463.2263 (0.010)
Ep: 255, Reward: 877.1764, Test: 837.3715 [172.99], Avg: 468.6228 (0.010)
Ep: 256, Reward: 791.3311, Test: 721.6816 [254.71], Avg: 469.5056 (0.010)
Ep: 257, Reward: 975.5624, Test: 859.0078 [24.63], Avg: 476.3641 (0.010)
Ep: 258, Reward: 792.3095, Test: 869.1547 [73.43], Avg: 481.3193 (0.010)
Ep: 259, Reward: 851.4711, Test: 833.3776 [138.25], Avg: 484.6301 (0.010)
Ep: 260, Reward: 748.3760, Test: 795.2847 [189.68], Avg: 486.9927 (0.010)
Ep: 261, Reward: 798.7934, Test: 812.6384 [122.82], Avg: 491.9693 (0.010)
Ep: 262, Reward: 760.8300, Test: 806.1158 [221.37], Avg: 493.7438 (0.010)
Ep: 263, Reward: 836.5511, Test: 708.9890 [259.99], Avg: 493.6958 (0.010)
Ep: 264, Reward: 776.1635, Test: 698.8680 [249.22], Avg: 494.7383 (0.010)
Ep: 265, Reward: 725.6904, Test: 829.9767 [96.28], Avg: 499.8440 (0.010)
Ep: 266, Reward: 718.1684, Test: 703.9560 [242.68], Avg: 501.4689 (0.010)
Ep: 267, Reward: 698.3171, Test: 778.2021 [175.27], Avg: 504.1592 (0.010)
Ep: 268, Reward: 805.4150, Test: 644.3286 [292.51], Avg: 505.9016 (0.010)
Ep: 269, Reward: 726.1633, Test: 747.5906 [217.90], Avg: 508.7767 (0.010)
Ep: 270, Reward: 737.5779, Test: 589.9259 [265.94], Avg: 507.1977 (0.010)
Ep: 271, Reward: 625.4052, Test: 660.5617 [242.32], Avg: 508.1464 (0.010)
Ep: 272, Reward: 689.6531, Test: 523.8148 [307.04], Avg: 507.0337 (0.010)
Ep: 273, Reward: 659.8196, Test: 773.3748 [220.27], Avg: 509.2028 (0.010)
Ep: 274, Reward: 628.0383, Test: 634.1851 [306.42], Avg: 507.8006 (0.010)
Ep: 275, Reward: 692.1132, Test: 588.6568 [267.26], Avg: 506.8591 (0.010)
Ep: 276, Reward: 696.1182, Test: 707.9764 [247.44], Avg: 508.6488 (0.010)
Ep: 277, Reward: 637.4679, Test: 690.7666 [226.80], Avg: 510.6210 (0.010)
Ep: 278, Reward: 777.0585, Test: 875.1347 [77.08], Avg: 515.5297 (0.010)
Ep: 279, Reward: 641.7442, Test: 749.4818 [176.94], Avg: 519.7792 (0.010)
Ep: 280, Reward: 757.9897, Test: 652.8698 [272.18], Avg: 520.0162 (0.010)
Ep: 281, Reward: 684.6333, Test: 693.0814 [272.65], Avg: 520.1011 (0.010)
Ep: 282, Reward: 625.9232, Test: 788.0142 [184.92], Avg: 522.2009 (0.010)
Ep: 283, Reward: 773.2643, Test: 660.0870 [280.05], Avg: 523.9194 (0.010)
Ep: 284, Reward: 742.9272, Test: 640.9961 [238.92], Avg: 524.7709 (0.010)
Ep: 285, Reward: 842.9846, Test: 702.3065 [237.83], Avg: 524.8158 (0.010)
Ep: 286, Reward: 749.9859, Test: 723.6200 [174.73], Avg: 527.4849 (0.010)
Ep: 287, Reward: 717.6059, Test: 872.7014 [57.62], Avg: 531.8319 (0.010)
Ep: 288, Reward: 732.2645, Test: 597.7463 [288.02], Avg: 532.1908 (0.010)
Ep: 289, Reward: 694.0845, Test: 753.1821 [182.37], Avg: 531.9162 (0.010)
Ep: 290, Reward: 658.9508, Test: 653.3884 [209.97], Avg: 533.1124 (0.010)
Ep: 291, Reward: 767.2665, Test: 762.0021 [202.01], Avg: 534.3348 (0.010)
Ep: 292, Reward: 799.3941, Test: 797.8095 [235.18], Avg: 536.6566 (0.010)
Ep: 293, Reward: 978.2510, Test: 737.8186 [248.19], Avg: 536.0229 (0.010)
Ep: 294, Reward: 800.3123, Test: 860.3539 [75.64], Avg: 539.1616 (0.010)
