Agent: ddpg, Model: <class 'utils.envs.WorldModel'>, State: [288], Dir: iter0/
Ep: 96, Reward: 10.6489, Test: 447.2033 [240.50], Avg: 198.6851 (0.38)
Ep: 97, Reward: -1.8758, Test: 304.4535 [267.10], Avg: 199.7644 (0.37)
Ep: 98, Reward: 28.6012, Test: 409.5411 [246.01], Avg: 201.8833 (0.37)
Ep: 99, Reward: 24.0473, Test: 327.1732 [181.95], Avg: 203.1362 (0.37)
Ep: 100, Reward: 36.7196, Test: 522.8198 [241.90], Avg: 209.1830 (0.36)
Ep: 101, Reward: 28.9565, Test: 390.6254 [268.82], Avg: 213.9164 (0.36)
Ep: 102, Reward: 16.7934, Test: 407.8599 [281.03], Avg: 218.8179 (0.36)
Ep: 103, Reward: 22.4362, Test: 516.5506 [208.96], Avg: 224.8143 (0.35)
Ep: 104, Reward: 12.5409, Test: 375.8638 [227.50], Avg: 229.3665 (0.35)
Ep: 105, Reward: 50.8697, Test: 428.8346 [249.67], Avg: 234.4414 (0.34)
Ep: 106, Reward: 36.7128, Test: 602.9632 [272.21], Avg: 241.6083 (0.34)
Ep: 107, Reward: 46.7241, Test: 424.8736 [249.76], Avg: 246.6505 (0.34)
Ep: 108, Reward: 78.5585, Test: 560.4158 [203.96], Avg: 253.0618 (0.33)
Ep: 109, Reward: 117.3547, Test: 482.0805 [305.28], Avg: 259.2048 (0.33)
Ep: 110, Reward: 33.3080, Test: 462.6749 [247.97], Avg: 264.6161 (0.33)
Ep: 111, Reward: 45.5574, Test: 600.3957 [254.57], Avg: 271.4451 (0.32)
Ep: 112, Reward: 46.2804, Test: 642.2600 [167.03], Avg: 277.2921 (0.32)
Ep: 113, Reward: 43.1871, Test: 417.8521 [208.49], Avg: 282.1849 (0.32)
Ep: 114, Reward: 97.9758, Test: 563.7512 [260.52], Avg: 288.5403 (0.31)
Ep: 115, Reward: 136.5682, Test: 526.2163 [234.62], Avg: 293.6936 (0.31)
Ep: 116, Reward: 75.9715, Test: 523.5763 [240.11], Avg: 299.2206 (0.31)
Ep: 117, Reward: 72.7698, Test: 474.6584 [271.65], Avg: 304.6905 (0.31)
Ep: 118, Reward: 90.7704, Test: 374.5133 [264.81], Avg: 307.9322 (0.30)
Ep: 119, Reward: 142.0539, Test: 322.4588 [138.31], Avg: 309.8175 (0.30)
Ep: 120, Reward: 141.1729, Test: 512.1169 [262.02], Avg: 315.6991 (0.30)
Ep: 121, Reward: 104.0101, Test: 424.1633 [202.05], Avg: 319.7842 (0.29)
Ep: 122, Reward: 114.2804, Test: 400.7703 [311.51], Avg: 323.9398 (0.29)
Ep: 123, Reward: 162.6353, Test: 679.5318 [170.23], Avg: 330.2435 (0.29)
Ep: 124, Reward: 164.8801, Test: 614.9444 [195.74], Avg: 335.5733 (0.28)
Ep: 125, Reward: 129.7047, Test: 549.3506 [292.62], Avg: 340.7183 (0.28)
Ep: 126, Reward: 203.9650, Test: 570.1116 [213.83], Avg: 345.7505 (0.28)
Ep: 127, Reward: 126.1064, Test: 485.4853 [204.65], Avg: 348.8608 (0.28)
Ep: 128, Reward: 123.4558, Test: 405.1219 [186.14], Avg: 350.8939 (0.27)
Ep: 129, Reward: 139.9156, Test: 434.2565 [235.74], Avg: 354.2936 (0.27)
Ep: 130, Reward: 131.4926, Test: 594.9500 [207.35], Avg: 360.3775 (0.27)
Ep: 131, Reward: 91.3784, Test: 362.8989 [220.29], Avg: 362.9842 (0.27)
Ep: 132, Reward: 142.0047, Test: 393.2785 [213.16], Avg: 367.0705 (0.26)
Ep: 133, Reward: 164.8861, Test: 554.1964 [247.75], Avg: 372.4292 (0.26)
Ep: 134, Reward: 248.0767, Test: 474.5491 [271.26], Avg: 375.8615 (0.26)
Ep: 135, Reward: 139.0890, Test: 518.7172 [212.68], Avg: 379.8890 (0.25)
Ep: 136, Reward: 172.0988, Test: 389.9219 [215.60], Avg: 383.2813 (0.25)
Ep: 137, Reward: 212.8499, Test: 463.7367 [247.83], Avg: 387.0239 (0.25)
Ep: 138, Reward: 172.7580, Test: 436.5974 [228.77], Avg: 390.9539 (0.25)
Ep: 139, Reward: 128.4684, Test: 485.3847 [241.51], Avg: 394.9918 (0.24)
Ep: 140, Reward: 191.5150, Test: 509.6773 [222.74], Avg: 398.4172 (0.24)
Ep: 141, Reward: 218.8883, Test: 481.8901 [284.78], Avg: 401.0922 (0.24)
Ep: 142, Reward: 167.5890, Test: 503.4682 [152.84], Avg: 405.4890 (0.24)
Ep: 143, Reward: 151.8742, Test: 394.1591 [244.72], Avg: 407.2775 (0.24)
Ep: 144, Reward: 144.5964, Test: 376.9109 [158.73], Avg: 407.8000 (0.23)
Ep: 145, Reward: 143.0569, Test: 269.6948 [149.16], Avg: 406.3846 (0.23)
Ep: 146, Reward: 242.5839, Test: 345.7795 [178.07], Avg: 407.2992 (0.23)
Ep: 147, Reward: 168.0238, Test: 226.5123 [158.53], Avg: 408.5382 (0.23)
Ep: 148, Reward: 185.3527, Test: 393.7812 [257.93], Avg: 408.2585 (0.22)
Ep: 149, Reward: 165.0737, Test: 356.4507 [243.83], Avg: 409.5555 (0.22)
Ep: 150, Reward: 201.9941, Test: 475.0510 [251.86], Avg: 412.1617 (0.22)
Ep: 151, Reward: 205.6289, Test: 655.7716 [208.46], Avg: 415.6053 (0.22)
Ep: 152, Reward: 380.9854, Test: 578.7877 [240.44], Avg: 418.1003 (0.21)
Ep: 153, Reward: 252.7369, Test: 453.0641 [227.52], Avg: 419.0250 (0.21)
Ep: 154, Reward: 317.4943, Test: 467.4085 [251.06], Avg: 419.3932 (0.21)
Ep: 155, Reward: 373.1696, Test: 691.4868 [190.36], Avg: 423.5857 (0.21)
Ep: 156, Reward: 391.5625, Test: 345.4850 [188.03], Avg: 423.9500 (0.21)
Ep: 157, Reward: 408.0548, Test: 596.3518 [245.24], Avg: 426.5727 (0.20)
Ep: 158, Reward: 291.9073, Test: 393.0870 [306.24], Avg: 426.2082 (0.20)
Ep: 159, Reward: 297.2965, Test: 561.4880 [184.76], Avg: 429.3735 (0.20)
Ep: 160, Reward: 356.7363, Test: 620.6138 [227.24], Avg: 431.6920 (0.20)
Ep: 161, Reward: 411.2125, Test: 498.3189 [213.33], Avg: 433.3058 (0.20)
Ep: 162, Reward: 422.4121, Test: 305.2162 [226.52], Avg: 433.0445 (0.19)
Ep: 163, Reward: 369.8163, Test: 445.0940 [240.31], Avg: 434.3487 (0.19)
Ep: 164, Reward: 371.6254, Test: 326.7624 [187.51], Avg: 435.4464 (0.19)
Ep: 165, Reward: 414.5918, Test: 505.3228 [231.52], Avg: 436.8797 (0.19)
Ep: 166, Reward: 353.7478, Test: 504.3896 [235.72], Avg: 438.2173 (0.19)
Ep: 167, Reward: 383.8718, Test: 382.8024 [207.71], Avg: 438.1701 (0.18)
Ep: 168, Reward: 454.5471, Test: 388.9523 [159.82], Avg: 438.4912 (0.18)
Ep: 169, Reward: 439.3685, Test: 417.6846 [241.98], Avg: 437.2571 (0.18)
Ep: 170, Reward: 415.2705, Test: 481.6517 [174.43], Avg: 437.9253 (0.18)
Ep: 171, Reward: 421.3680, Test: 536.3354 [189.44], Avg: 436.9033 (0.18)
Ep: 172, Reward: 464.4579, Test: 388.5416 [215.81], Avg: 435.3356 (0.18)
Ep: 173, Reward: 386.2929, Test: 453.6632 [175.12], Avg: 435.3654 (0.17)
Ep: 174, Reward: 467.7827, Test: 413.5632 [137.80], Avg: 434.9728 (0.17)
Ep: 175, Reward: 363.1694, Test: 322.2582 [209.88], Avg: 434.9445 (0.17)
Ep: 176, Reward: 248.7283, Test: 296.4370 [162.67], Avg: 434.2676 (0.17)
Ep: 177, Reward: 300.5874, Test: 427.9656 [203.08], Avg: 434.4369 (0.17)
Ep: 178, Reward: 336.7022, Test: 349.5860 [170.85], Avg: 435.9523 (0.17)
Ep: 179, Reward: 432.1392, Test: 401.8816 [227.11], Avg: 438.4329 (0.16)
Ep: 180, Reward: 385.7583, Test: 459.6183 [217.89], Avg: 440.0135 (0.16)
Ep: 181, Reward: 434.3872, Test: 478.3462 [191.68], Avg: 441.2969 (0.16)
Ep: 182, Reward: 400.8915, Test: 334.4831 [181.33], Avg: 441.9512 (0.16)
Ep: 183, Reward: 500.1673, Test: 561.4930 [243.52], Avg: 444.2373 (0.16)
Ep: 184, Reward: 518.5833, Test: 425.0554 [262.64], Avg: 445.1719 (0.16)
Ep: 185, Reward: 533.1527, Test: 527.4286 [196.74], Avg: 446.0316 (0.15)
Ep: 186, Reward: 496.9944, Test: 561.2940 [213.00], Avg: 447.6893 (0.15)
Ep: 187, Reward: 457.0175, Test: 335.5719 [195.50], Avg: 446.9965 (0.15)
Ep: 188, Reward: 510.0000, Test: 494.5885 [277.16], Avg: 448.0819 (0.15)
Ep: 189, Reward: 455.8092, Test: 357.1146 [221.28], Avg: 448.4708 (0.15)
Ep: 190, Reward: 553.7694, Test: 453.7019 [305.62], Avg: 449.6423 (0.15)
Ep: 191, Reward: 545.5836, Test: 600.5884 [207.30], Avg: 452.0827 (0.15)
Ep: 192, Reward: 524.7160, Test: 310.4010 [202.43], Avg: 452.7262 (0.14)
Ep: 193, Reward: 486.6771, Test: 527.4432 [208.20], Avg: 454.6430 (0.14)
Ep: 194, Reward: 576.2034, Test: 528.6626 [265.28], Avg: 456.6036 (0.14)
Ep: 195, Reward: 583.3951, Test: 664.9640 [191.04], Avg: 460.2380 (0.14)
Ep: 196, Reward: 643.3238, Test: 660.9042 [161.69], Avg: 462.3750 (0.14)
Ep: 197, Reward: 565.4475, Test: 524.9750 [234.71], Avg: 464.5802 (0.14)
Ep: 198, Reward: 566.0682, Test: 660.9971 [161.02], Avg: 467.0948 (0.14)
Ep: 199, Reward: 515.1503, Test: 615.6772 [228.49], Avg: 469.9798 (0.13)
Ep: 200, Reward: 438.5376, Test: 631.7106 [210.41], Avg: 471.0687 (0.13)
Ep: 201, Reward: 618.5630, Test: 551.1700 [207.36], Avg: 472.6742 (0.13)
Ep: 202, Reward: 657.3430, Test: 651.1064 [207.63], Avg: 475.1066 (0.13)
Ep: 203, Reward: 593.7255, Test: 652.3481 [209.95], Avg: 476.4646 (0.13)
Ep: 204, Reward: 590.1091, Test: 549.3685 [245.87], Avg: 478.1997 (0.13)
Ep: 205, Reward: 610.5465, Test: 430.1787 [195.92], Avg: 478.2131 (0.13)
Ep: 206, Reward: 606.0204, Test: 676.9751 [169.11], Avg: 478.9532 (0.12)
Ep: 207, Reward: 641.3596, Test: 651.4051 [216.51], Avg: 481.2185 (0.12)
Ep: 208, Reward: 624.7341, Test: 556.5665 [254.41], Avg: 481.1800 (0.12)
Ep: 209, Reward: 675.8911, Test: 456.1222 [270.50], Avg: 480.9205 (0.12)
Ep: 210, Reward: 546.5426, Test: 583.8538 [205.79], Avg: 482.1322 (0.12)
Ep: 211, Reward: 650.9118, Test: 551.1273 [247.90], Avg: 481.6396 (0.12)
Ep: 212, Reward: 592.5404, Test: 726.3032 [184.87], Avg: 482.4800 (0.12)
Ep: 213, Reward: 603.6401, Test: 645.7103 [169.60], Avg: 484.7586 (0.12)
Ep: 214, Reward: 648.5686, Test: 442.2431 [136.28], Avg: 483.5435 (0.12)
Ep: 215, Reward: 602.8585, Test: 696.0306 [145.42], Avg: 485.2416 (0.11)
Ep: 216, Reward: 596.3554, Test: 602.2873 [224.59], Avg: 486.0288 (0.11)
Ep: 217, Reward: 557.0942, Test: 433.1786 [225.81], Avg: 485.6140 (0.11)
Ep: 218, Reward: 489.5898, Test: 737.5889 [110.17], Avg: 489.2447 (0.11)
Ep: 219, Reward: 649.6658, Test: 653.9737 [204.07], Avg: 492.5599 (0.11)
Ep: 220, Reward: 571.9786, Test: 469.0504 [236.32], Avg: 492.1292 (0.11)
Ep: 221, Reward: 681.4770, Test: 576.9118 [216.80], Avg: 493.6567 (0.11)
Ep: 222, Reward: 534.8497, Test: 683.0178 [150.52], Avg: 496.4792 (0.11)
Ep: 223, Reward: 642.7931, Test: 556.8808 [178.25], Avg: 495.2526 (0.11)
Ep: 224, Reward: 627.9323, Test: 525.8514 [217.07], Avg: 494.3617 (0.10)
Ep: 225, Reward: 728.1058, Test: 445.7873 [213.68], Avg: 493.3261 (0.10)
Ep: 226, Reward: 642.8471, Test: 632.5077 [257.23], Avg: 493.9500 (0.10)
Ep: 227, Reward: 578.7514, Test: 416.9988 [298.71], Avg: 493.2652 (0.10)
Ep: 228, Reward: 418.1587, Test: 534.2479 [274.63], Avg: 494.5564 (0.10)
Ep: 229, Reward: 556.5136, Test: 498.8162 [307.61], Avg: 495.2020 (0.10)
Ep: 230, Reward: 591.9799, Test: 748.6642 [115.24], Avg: 496.7392 (0.10)
Ep: 231, Reward: 492.6337, Test: 591.3684 [230.75], Avg: 499.0239 (0.10)
Ep: 232, Reward: 567.9413, Test: 605.8334 [181.78], Avg: 501.1494 (0.10)
Ep: 233, Reward: 554.8020, Test: 544.4498 [206.08], Avg: 501.0520 (0.10)
Ep: 234, Reward: 626.4061, Test: 730.2416 [183.97], Avg: 503.6089 (0.09)
Ep: 235, Reward: 668.7534, Test: 695.1968 [103.05], Avg: 505.3737 (0.09)
Ep: 236, Reward: 656.4596, Test: 597.3582 [212.23], Avg: 507.4480 (0.09)
Ep: 237, Reward: 674.8117, Test: 632.0217 [236.12], Avg: 509.1309 (0.09)
Ep: 238, Reward: 737.2314, Test: 616.5794 [209.30], Avg: 510.9307 (0.09)
Ep: 239, Reward: 580.3184, Test: 621.3430 [180.06], Avg: 512.2903 (0.09)
Ep: 240, Reward: 753.2332, Test: 683.1665 [159.51], Avg: 514.0252 (0.09)
Ep: 241, Reward: 644.8742, Test: 667.3176 [213.04], Avg: 515.8795 (0.09)
Ep: 242, Reward: 714.6495, Test: 662.3918 [199.00], Avg: 517.4687 (0.09)
Ep: 243, Reward: 733.8283, Test: 659.8456 [143.10], Avg: 520.1256 (0.09)
Ep: 244, Reward: 621.9216, Test: 483.6542 [191.69], Avg: 521.1930 (0.09)
Ep: 245, Reward: 630.8560, Test: 556.8795 [261.89], Avg: 524.0648 (0.08)
Ep: 246, Reward: 642.5424, Test: 667.1370 [186.45], Avg: 527.2784 (0.08)
Ep: 247, Reward: 695.7200, Test: 459.6390 [280.98], Avg: 529.6097 (0.08)
Ep: 248, Reward: 653.0978, Test: 727.0482 [127.58], Avg: 532.9423 (0.08)
Ep: 249, Reward: 659.2463, Test: 473.5010 [175.85], Avg: 534.1128 (0.08)
Ep: 250, Reward: 650.6650, Test: 692.2407 [169.53], Avg: 536.2847 (0.08)
Ep: 251, Reward: 630.3162, Test: 571.1160 [223.81], Avg: 535.4382 (0.08)
Ep: 252, Reward: 694.6569, Test: 651.2057 [213.14], Avg: 536.1624 (0.08)
Ep: 253, Reward: 588.7092, Test: 741.9990 [55.20], Avg: 539.0517 (0.08)
Ep: 254, Reward: 694.6045, Test: 627.4615 [174.19], Avg: 540.6522 (0.08)
Ep: 255, Reward: 647.0990, Test: 685.6092 [130.18], Avg: 540.5935 (0.08)
Ep: 256, Reward: 661.4965, Test: 679.6353 [128.72], Avg: 543.9350 (0.08)
Ep: 257, Reward: 545.4647, Test: 634.4052 [156.79], Avg: 544.3155 (0.07)
Ep: 258, Reward: 643.8893, Test: 631.6777 [185.33], Avg: 546.7014 (0.07)
Ep: 259, Reward: 605.6630, Test: 574.0489 [200.77], Avg: 546.8270 (0.07)
Ep: 260, Reward: 554.1724, Test: 647.6064 [103.56], Avg: 547.0970 (0.07)
Ep: 261, Reward: 543.2776, Test: 686.4010 [127.83], Avg: 548.9778 (0.07)
Ep: 262, Reward: 512.8543, Test: 609.7193 [178.13], Avg: 552.0228 (0.07)
Ep: 263, Reward: 671.5721, Test: 599.5750 [158.65], Avg: 553.5676 (0.07)
Ep: 264, Reward: 695.5528, Test: 555.9685 [212.16], Avg: 555.8597 (0.07)
Ep: 265, Reward: 502.2251, Test: 567.1514 [206.92], Avg: 556.4780 (0.07)
Ep: 266, Reward: 523.0980, Test: 452.0032 [208.10], Avg: 555.9541 (0.07)
Ep: 267, Reward: 652.5403, Test: 602.9749 [195.47], Avg: 558.1558 (0.07)
Ep: 268, Reward: 573.8400, Test: 673.8278 [121.53], Avg: 561.0046 (0.07)
Ep: 269, Reward: 530.4301, Test: 500.2982 [207.98], Avg: 561.8307 (0.07)
Ep: 270, Reward: 588.1388, Test: 537.8837 [298.08], Avg: 562.3930 (0.07)
Ep: 271, Reward: 575.9502, Test: 664.2570 [218.09], Avg: 563.6722 (0.06)
Ep: 272, Reward: 531.3104, Test: 662.3998 [213.87], Avg: 566.4108 (0.06)
Ep: 273, Reward: 568.8913, Test: 623.7034 [187.36], Avg: 568.1112 (0.06)
Ep: 274, Reward: 508.9061, Test: 601.3163 [129.70], Avg: 569.9888 (0.06)
Ep: 275, Reward: 623.9084, Test: 682.4694 [118.77], Avg: 573.5909 (0.06)
Ep: 276, Reward: 615.9071, Test: 537.2171 [174.87], Avg: 575.9987 (0.06)
Ep: 277, Reward: 631.4823, Test: 495.2473 [231.97], Avg: 576.6715 (0.06)
Ep: 278, Reward: 569.0528, Test: 405.7015 [294.41], Avg: 577.2326 (0.06)
Ep: 279, Reward: 461.9106, Test: 497.2457 [310.29], Avg: 578.1863 (0.06)
Ep: 280, Reward: 655.4548, Test: 493.4641 [281.38], Avg: 578.5247 (0.06)
Ep: 281, Reward: 671.9844, Test: 711.6499 [137.21], Avg: 580.8578 (0.06)
Ep: 282, Reward: 567.9271, Test: 663.5907 [153.97], Avg: 584.1489 (0.06)
Ep: 283, Reward: 579.1895, Test: 408.2430 [286.57], Avg: 582.6164 (0.06)
Ep: 284, Reward: 442.5005, Test: 616.0929 [249.61], Avg: 584.5267 (0.06)
Ep: 285, Reward: 593.1473, Test: 528.4629 [229.26], Avg: 584.5371 (0.06)
Ep: 286, Reward: 489.7636, Test: 458.8735 [194.16], Avg: 583.5129 (0.06)
Ep: 287, Reward: 652.8679, Test: 441.8306 [275.13], Avg: 584.5755 (0.06)
Ep: 288, Reward: 662.8239, Test: 511.1930 [214.81], Avg: 584.7415 (0.05)
Ep: 289, Reward: 594.1655, Test: 562.2935 [209.25], Avg: 586.7933 (0.05)
Ep: 290, Reward: 526.2980, Test: 609.3591 [249.80], Avg: 588.3499 (0.05)
Ep: 291, Reward: 617.1696, Test: 526.5200 [117.29], Avg: 587.6092 (0.05)
Ep: 292, Reward: 421.2615, Test: 586.2065 [203.37], Avg: 590.3672 (0.05)
Ep: 293, Reward: 520.4049, Test: 565.3325 [192.90], Avg: 590.7461 (0.05)
Ep: 294, Reward: 580.0745, Test: 619.3423 [138.59], Avg: 591.6529 (0.05)
